"year","games","wins","pctwin","Team","payroll","top20","top20share"
2010,162,90,55.5555555555556,"TEX",5.2000544e-05,32639974,62768524.1139016
2009,163,91,55.8282208588957,"STL",8.4815909e-05,54804409,64615718.4968683
2010,162,91,56.1728395061728,"ATL",8.4423666e-05,52083666,61693205.7890023
2010,162,91,56.1728395061728,"CIN",6.0136542e-05,43097542,71666146.0181731
2009,163,92,56.441717791411,"COL",7.5201e-05,48400000,64360846.2653422
2008,163,92,56.441717791411,"PHI",8.826988e-05,46577380,52767014.0709379
2010,162,92,56.7901234567901,"SFG",9.4058e-05,57600000,61238810.0958983
2009,163,93,57.0552147239264,"PHI",9.8004046e-05,51035713,52075108.2052265
2007,163,94,57.6687116564417,"LAA",0.000109251333,66600000,60960354.5981448
2007,163,94,57.6687116564417,"NYY",0.00016693052,89028571,53332710.5193226
2010,162,94,58.0246913580247,"MIN",9.7559166e-05,55166666,56546881.5098317
2009,163,95,58.2822085889571,"BOS",0.000108745999,55249999,50806465.9923718
2008,163,95,58.2822085889571,"BOS",0.000120390035,66038619,54853891.3540477
2009,163,95,58.2822085889571,"LAD",9.7314592e-05,61505228,63202472.2458889
2010,162,95,58.641975308642,"NYY",0.000173333389,84010714,48467704.049795
2007,163,96,58.8957055214724,"BOS",0.000129776214,64516381,49713563.8430629
2007,163,96,58.8957055214724,"CLE",5.8373267e-05,29900000,51222077.3937494
2010,162,96,59.2592592592593,"TBR",7.1923471e-05,40375000,56136056.0588073
2008,163,97,59.5092024539877,"CHC",0.000118345833,66250000,55980002.2701264
2009,163,97,59.5092024539877,"LAA",0.000113709,63400000,55756360.5343464
2008,163,97,59.5092024539877,"TBR",4.3820597e-05,24682797,56326930.0050841
2010,162,97,59.8765432098765,"PHI",0.000122928379,63702380,51820727.254526
2008,163,100,61.3496932515337,"LAA",0.000118825333,66600000,56048654.2040661
2009,163,103,63.1901840490798,"NYY",0.000168449189,89010714,52841283.7891431
